39.4|0.025|5209.035
38.6|0.011|5156.772
39.9|0.009|5157.195
39.9|0.009|5157.230
40.1|0.008|5157.613
40.2|0.008|5159.068
39.9|0.008|5159.881
40.1|0.008|5159.916
40.1|0.008|5160.299
40.0|0.008|5162.521
40.0|0.008|5162.903
40.1|0.008|5169.612
39.1|0.008|5170.510
40.0|0.008|5171.469
39.9|0.008|5171.870
40.1|0.008|5171.905
40.1|0.008|5172.803
26.1|0.024|5202.594
34.3|0.014|5203.329
39.4|0.010|5205.111
33.0|0.016|5235.839
38.8|0.014|5212.081
37.7|0.012|5212.798
39.7|0.017|5226.156
36.8|0.011|5225.952
39.4|0.011|5181.003
37.8|0.011|5150.839
35.0|0.025|5207.589
38.3|0.010|5192.389
31.0|0.029|5195.063
37.4|0.011|5150.307
33.3|0.017|5181.699
36.9|0.011|5184.394
39.9|0.008|5184.816
35.4|0.012|5196.599
39.6|0.009|5196.792
36.1|0.021|5210.273
38.5|0.009|5183.688
39.8|0.009|5183.848
33.2|0.017|5273.116
39.3|0.009|5233.513
35.0|0.024|5211.973
39.2|0.012|5212.480
40.0|0.010|5213.188
40.1|0.009|5214.643
40.2|0.026|5236.690
35.1|0.014|5185.261
39.4|0.010|5188.652
40.0|0.009|5188.688
40.1|0.009|5188.859
39.9|0.009|5188.895
35.9|0.040|5142.407
39.5|0.008|5142.442
39.8|0.005|5141.247
40.1|0.003|5141.282
40.0|0.003|5126.589
40.0|0.003|5126.624
40.1|0.003|5128.723
40.0|0.005|5128.758
40.0|0.005|5130.121
39.9|0.004|5130.156
40.1|0.004|5131.160
40.1|0.006|5133.280
40.1|0.003|5133.546
40.0|0.006|5134.065
40.0|0.006|5134.101
40.0|0.007|5136.081
40.1|0.005|5136.116
40.0|0.005|5137.362
39.9|0.005|5137.805
40.1|0.007|5120.442
39.9|0.005|5120.478
40.0|0.005|5120.997
40.0|0.007|5121.032
40.1|0.007|5102.057
40.0|0.007|5102.217
38.0|0.006|5103.463
39.7|0.005|5103.498
40.0|0.003|5104.803
40.0|0.003|5104.838
39.9|0.003|5106.326
40.1|0.003|5107.459
40.0|0.003|5108.822
40.0|0.003|5108.857
38.7|0.006|5110.104
39.7|0.003|5110.139
40.0|0.003|5112.881
39.9|0.004|5112.916
40.4|0.007|5113.436
40.2|0.005|5113.471
39.9|0.003|5116.705
40.1|0.003|5116.740
40.0|0.003|5119.326
38.9|0.007|5119.361
40.0|0.007|5120.725
39.9|0.006|5120.760
40.1|0.004|5121.764
39.9|0.003|5124.232
40.1|0.006|5124.498
40.1|0.003|5125.018
40.0|0.004|5125.053
40.1|0.007|5127.037
39.9|0.004|5127.178
40.0|0.004|5103.939
40.0|0.005|5105.072
40.0|0.005|5106.920
40.1|0.005|5106.955
40.0|0.004|5108.822
39.9|0.005|5108.857
40.1|0.003|5111.674
40.2|0.004|5111.834
40.0|0.003|5113.361
39.9|0.003|5113.396
40.0|0.003|5115.002
40.1|0.003|5115.037
39.8|0.003|5116.041
40.0|0.003|5117.174
40.0|0.003|5118.537
39.9|0.005|5118.572
40.0|0.004|5119.818
39.9|0.004|5119.854
39.9|0.002|5122.596
40.0|0.003|5122.631
40.1|0.014|5137.109
36.2|0.007|5107.527
39.6|0.003|5108.948
40.0|0.013|5111.574
33.6|0.022|5116.402
37.9|0.010|5114.452
40.0|0.018|5081.058
33.4|0.024|5259.490
51.0|0.020|6180.608
53.1|0.008|6182.841
56.3|0.006|5993.880
59.7|0.005|5866.223
60.0|0.004|5871.590
60.0|0.005|5886.649
60.1|0.004|5916.529
59.8|0.004|5916.583
59.8|0.004|5919.064
59.9|0.004|5919.100
60.2|0.004|5919.854
60.1|0.005|5919.889
60.1|0.004|5921.611
60.3|0.005|5921.646
60.1|0.005|5924.065
60.0|0.004|5924.101
59.9|0.004|5922.861
60.3|0.004|5922.896
60.3|0.004|5923.462
60.3|0.004|5922.306
59.7|0.004|5920.493
60.1|0.004|5919.135
